NAN	0	3	0	4	2	1	3	0	NAN	
NAN	0	4	2	1	4	4	9	2	NAN	
NAN	2	4	3	1	5	4	2	1	NAN	
NAN	4	2	1	3	1	0	3	4	NAN	
NAN	5	5	2	3	1	2	4	5	NAN	
NAN	2	8	3	3	1	5	4	3	NAN	
NAN	2	4	2	5	1	2	3	1	NAN	
NAN	2	4	0	2	3	1	3	3	NAN	
NAN	0	0	3	1	1	3	8	1	NAN	
NAN	0	3	3	4	2	0	2	1	NAN	
NAN	1	2	3	1	2	3	3	0	NAN	
NAN	1	2	1	3	4	5	5	2	NAN	
NAN	0	2	1	1	5	0	5	1	NAN	
NAN	1	5	1	2	1	2	1	0	NAN	
NAN	3	3	1	2	0	1	5	4	NAN	
NAN	0	1	2	0	3	1	1	0	NAN	
NAN	1	4	1	0	3	1	4	0	NAN	
NAN	2	9	2	4	1	1	2	3	NAN	
NAN	2	5	0	2	0	1	5	0	NAN	
NAN	5	0	0	0	2	2	5	1	NAN	
NAN	1	5	1	1	1	4	4	0	NAN	
NAN	2	1	0	1	0	1	5	0	NAN	
NAN	0	7	2	0	0	3	9	1	NAN	
NAN	1	4	0	4	1	2	2	2	NAN	
NAN	1	1	3	2	2	0	1	4	NAN	
NAN	3	5	2	0	1	3	3	2	NAN	
NAN	1	1	3	2	2	4	2	1	NAN	
NAN	3	3	2	4	1	1	2	2	NAN	
NAN	0	3	0	2	0	3	8	0	NAN	
NAN	0	2	1	1	2	1	6	2	NAN	
NAN	1	0	0	1	0	3	5	1	NAN	
NAN	1	3	0	2	2	2	5	2	NAN	
NAN	1	2	3	0	2	3	0	1	NAN	
NAN	1	3	0	2	3	4	3	0	NAN	
NAN	3	0	1	0	0	1	3	0	NAN	
NAN	1	2	5	1	2	1	5	1	NAN	
NAN	0	0	1	3	4	2	2	1	NAN	
NAN	2	3	3	2	1	1	0	3	NAN	
NAN	0	2	1	0	2	4	3	2	NAN	
NAN	0	1	1	1	1	2	1	0	NAN	
NAN	1	1	1	1	2	0	5	0	NAN	
NAN	0	1	0	4	1	1	4	1	NAN	
NAN	1	1	1	3	0	1	1	0	NAN	
NAN	1	2	1	0	2	1	5	6	NAN	
NAN	2	0	2	1	1	0	2	1	NAN	
NAN	2	3	1	0	2	1	3	0	NAN	
NAN	3	2	0	2	1	4	3	0	NAN	
NAN	1	1	2	3	1	1	3	0	NAN	
NAN	1	1	1	0	0	0	5	1	NAN	
NAN	0	3	4	1	1	0	1	1	NAN	
NAN	1	0	0	0	3	2	4	1	NAN	
NAN	2	1	2	1	2	2	2	1	NAN	
NAN	0	5	0	0	1	1	6	1	NAN	
NAN	0	1	1	0	1	4	5	1	NAN	
NAN	1	6	0	0	1	0	2	0	NAN	
NAN	1	2	0	0	4	0	1	1	NAN	
NAN	2	1	1	1	0	1	2	1	NAN	
NAN	0	2	1	0	0	2	2	0	NAN	
NAN	2	1	0	1	2	0	1	0	NAN	
NAN	1	0	3	0	2	0	1	0	NAN	
NAN	0	2	0	0	1	2	1	2	NAN	
NAN	1	0	2	0	1	0	4	0	NAN	
NAN	1	2	4	0	1	0	1	0	NAN	
NAN	0	5	0	2	1	1	1	0	NAN	
NAN	0	1	0	1	0	2	3	2	NAN	
NAN	0	0	1	2	0	1	1	0	NAN	
NAN	2	4	0	0	0	0	1	0	NAN	
NAN	0	1	1	0	1	0	0	0	NAN	
NAN	0	1	0	0	0	2	2	0	NAN	
NAN	3	0	0	1	0	0	8	1	NAN	
NAN	0	3	0	3	0	1	0	2	NAN	
NAN	1	1	0	1	2	0	4	0	NAN	
NAN	3	0	1	0	1	0	1	0	NAN	
NAN	0	1	0	1	0	0	4	2	NAN	
NAN	3	0	0	0	1	1	2	2	NAN	
NAN	4	0	0	1	0	0	3	1	NAN	
NAN	1	1	1	1	1	1	3	1	NAN	
NAN	1	0	2	2	0	1	1	2	NAN	
NAN	2	1	1	0	1	0	7	0	NAN	
NAN	1	2	0	0	0	1	5	0	NAN	
NAN	2	0	0	1	1	0	2	0	NAN	
NAN	1	2	1	2	0	0	0	1	NAN	
NAN	0	2	0	0	0	0	1	0	NAN	
NAN	1	2	0	0	0	2	1	1	NAN	
NAN	1	1	1	0	0	2	2	0	NAN	
NAN	1	1	0	1	1	2	0	0	NAN	
NAN	1	1	0	0	0	0	1	0	NAN	
NAN	0	0	0	4	0	0	0	0	NAN	
NAN	0	1	0	1	1	2	0	1	NAN	
NAN	2	0	1	1	1	1	2	0	NAN	
NAN	1	0	0	0	1	0	1	0	NAN	
NAN	0	0	2	1	0	1	0	0	NAN	
NAN	0	0	0	1	0	0	1	1	NAN	
NAN	2	1	0	1	1	0	0	1	NAN	
NAN	2	2	2	0	0	0	0	0	NAN	
NAN	0	2	1	0	0	0	1	0	NAN	
NAN	0	0	2	0	0	0	2	0	NAN	
NAN	1	0	0	0	0	0	2	1	NAN	
NAN	0	1	0	1	1	1	1	0	NAN	
NAN	0	2	1	0	0	0	1	0	NAN	
NAN	0	1	0	1	1	0	2	0	NAN	
NAN	0	1	1	0	0	1	1	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	1	1	0	0	0	0	0	NAN	
NAN	1	1	0	0	0	1	1	0	NAN	
NAN	1	1	0	0	0	0	1	0	NAN	
NAN	0	2	0	1	0	0	0	0	NAN	
NAN	0	0	0	0	0	2	1	0	NAN	
NAN	1	1	0	0	0	0	1	0	NAN	
NAN	2	1	0	0	1	1	0	1	NAN	
NAN	0	1	1	0	0	1	0	0	NAN	
NAN	1	0	1	0	0	0	0	0	NAN	
NAN	0	1	0	0	1	0	1	1	NAN	
NAN	1	0	1	0	0	0	0	1	NAN	
NAN	1	1	0	0	0	3	0	0	NAN	
NAN	0	0	0	0	0	2	0	0	NAN	
NAN	0	0	1	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	1	0	0	NAN	
NAN	0	3	0	1	1	0	1	0	NAN	
NAN	0	1	0	0	0	1	1	0	NAN	
NAN	1	0	0	0	0	0	0	2	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
